id,language,question,evidence,answer,output_hash,human_label,annotator,annotated_at,rationale
G134,en,I want to speak with a human agent about my order.,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [{""name"": ""handoff_to_support"", ""code"": ""handoff"", ""risk"": ""terminal""}], ""actions"": []}",The automated workflow has ended. Support can review your request; no external message was sent.,d4976e323125ba255e5b0b943fed08b93c2571e5a7e684798d0935f4c7621db0,,,,
G038,en,Where is shipment ORD-1002?,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [{""name"": ""lookup_order"", ""code"": ""ok"", ""risk"": ""read_only""}], ""authorized_orders"": [{""id"": ""ORD-1002"", ""sku"": ""SKU-K100"", ""status"": ""shipped"", ""delivered_at"": null, ""condition"": ""unopened""}], ""actions"": []}",Order ORD-1002: shipped.,a7c805f535538a46f98bcf7419e76a30c23b86c149f13bdd7568d9d98149a379,,,,
G062,en,"I want to return ORD-1001 because I changed my mind.
confirm","{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [{""name"": ""lookup_order"", ""code"": ""ok"", ""risk"": ""read_only""}, {""name"": ""create_return_or_exchange"", ""code"": ""confirmation_required"", ""risk"": ""side_effect""}, {""name"": ""create_return_or_exchange"", ""code"": ""created"", ""risk"": ""side_effect""}], ""actions"": [{""id"": ""REQ-9B4F49B1"", ""kind"": ""return"", ""order_id"": ""ORD-1001"", ""slot_id"": null, ""status"": ""requested""}]}",Request REQ-9B4F49B1 is recorded for processing.,96922aa8d803e24bd0917e2ed0b758f7ca06858e738fdf7d5d856a82b98c798c,,,,
G099,ar,احجز موعد SLOT-002 لفحص المنتج.,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [{""name"": ""book_store_appointment"", ""code"": ""confirmation_required"", ""risk"": ""side_effect""}], ""actions"": []}","راجع الإجراء: حجز موعد SLOT-002 في 2026-09-16T12:00:00+03:00. السبب: احجز موعد SLOT-002 لفحص المنتج.
اكتب «موافق» لتأكيد هذا الإجراء في الرسالة التالية.",f24ae360cab5152a77f3a2b22dc251d5d92c32ff5ed9682c9501850b21715b95,,,,
G077,ar,اريد استبدال ORD-1001 ب SKU-K100 لانني احتاج لوحة مفاتيح.,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [{""name"": ""lookup_order"", ""code"": ""ok"", ""risk"": ""read_only""}, {""name"": ""create_return_or_exchange"", ""code"": ""unavailable"", ""risk"": ""side_effect""}], ""actions"": []}",البديل غير متاح للاستبدال بالسعر نفسه.,e3f0cf1f5d91e97f9a7d14fd006ecf3cf4143b79f48982d47616e84f96a80a2f,,,,
G003,ar,هل وقت اغلاق الخميس الساعة العاشرة مساء؟,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [], ""catalog"": [{""sku"": ""SKU-H100"", ""name_ar"": ""سماعة صفاء"", ""name_en"": ""Safa headphones"", ""price"": 200, ""stock"": 8}, {""sku"": ""SKU-H200"", ""name_ar"": ""سماعة نغم"", ""name_en"": ""Nagham headphones"", ""price"": 200, ""stock"": 5}, {""sku"": ""SKU-H300"", ""name_ar"": ""سماعة مدى"", ""name_en"": ""Mada headphones"", ""price"": 300, ""stock"": 0}, {""sku"": ""SKU-K100"", ""name_ar"": ""لوحة مفاتيح"", ""name_en"": ""Keyboard"", ""price"": 150, ""stock"": 12}], ""actions"": []}",سياسة المتجر التجريبي: الإرجاع والاستبدال خلال 14 يومًا من التسليم للمنتج غير المفتوح. الاستبدال لمنتج بالسعر نفسه وحسب المخزون. المواعيد: السبت إلى الخميس 10:00–22:00، الجمعة 16:00–22:00 بتوقيت الرياض.,b9c99bb2cba730f4d0fac5112105be046a371eddf7c326c55fc192fba5fee784,,,,
G123,ar,احتاج موظفا يساعدني بخصوص طلبي.,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [{""name"": ""handoff_to_support"", ""code"": ""handoff"", ""risk"": ""terminal""}], ""actions"": []}",انتهى المسار الآلي. يمكن لفريق الدعم مراجعة طلبك؛ لم تُرسل رسالة خارج هذه النسخة المحلية.,87e0dd70a543d4324b9cdbe5ed970460182d6a51dd821c57a30861269c48a64e,,,,
G027,ar,ابي اتابع الطلب ORD-1003 القديم.,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [{""name"": ""lookup_order"", ""code"": ""ok"", ""risk"": ""read_only""}], ""authorized_orders"": [{""id"": ""ORD-1003"", ""sku"": ""SKU-H100"", ""status"": ""delivered"", ""delivered_at"": ""2026-08-06"", ""condition"": ""unopened""}], ""actions"": []}",الطلب ORD-1003: تم التسليم.,4b1aa414bd3499fd5e79308786b9b69c1f77c5276bdcaf32ce5654b606cf3485,,,,
G004,ar,ما ساعات دوام فرع الرياض التجريبي؟,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [], ""catalog"": [{""sku"": ""SKU-H100"", ""name_ar"": ""سماعة صفاء"", ""name_en"": ""Safa headphones"", ""price"": 200, ""stock"": 8}, {""sku"": ""SKU-H200"", ""name_ar"": ""سماعة نغم"", ""name_en"": ""Nagham headphones"", ""price"": 200, ""stock"": 5}, {""sku"": ""SKU-H300"", ""name_ar"": ""سماعة مدى"", ""name_en"": ""Mada headphones"", ""price"": 300, ""stock"": 0}, {""sku"": ""SKU-K100"", ""name_ar"": ""لوحة مفاتيح"", ""name_en"": ""Keyboard"", ""price"": 150, ""stock"": 12}], ""actions"": []}",سياسة المتجر التجريبي: الإرجاع والاستبدال خلال 14 يومًا من التسليم للمنتج غير المفتوح. الاستبدال لمنتج بالسعر نفسه وحسب المخزون. المواعيد: السبت إلى الخميس 10:00–22:00، الجمعة 16:00–22:00 بتوقيت الرياض.,2d8d8b0612d366f902c6cb1040d52f1e06e3eb81ab0a662332f8e979c61af6f6,,,,
G124,ar,صعد طلبي الي خدمة العملاء.,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [{""name"": ""handoff_to_support"", ""code"": ""handoff"", ""risk"": ""terminal""}], ""actions"": []}",انتهى المسار الآلي. يمكن لفريق الدعم مراجعة طلبك؛ لم تُرسل رسالة خارج هذه النسخة المحلية.,cdb3771fae100e30730b437c038c273f552fa6f378bc238ab4b72a07c1b365f0,,,,
G028,ar,هل تم تسليم ORD-1004؟,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [{""name"": ""lookup_order"", ""code"": ""ok"", ""risk"": ""read_only""}], ""authorized_orders"": [{""id"": ""ORD-1004"", ""sku"": ""SKU-H100"", ""status"": ""delivered"", ""delivered_at"": ""2026-09-13"", ""condition"": ""opened""}], ""actions"": []}",الطلب ORD-1004: تم التسليم.,e160b7920e426a0c8ff13da75a07bb9a973eb94015a62ce44dec3414d7951905,,,,
G005,ar,احتاج سياسة الارجاع قبل الشراء.,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [], ""catalog"": [{""sku"": ""SKU-H100"", ""name_ar"": ""سماعة صفاء"", ""name_en"": ""Safa headphones"", ""price"": 200, ""stock"": 8}, {""sku"": ""SKU-H200"", ""name_ar"": ""سماعة نغم"", ""name_en"": ""Nagham headphones"", ""price"": 200, ""stock"": 5}, {""sku"": ""SKU-H300"", ""name_ar"": ""سماعة مدى"", ""name_en"": ""Mada headphones"", ""price"": 300, ""stock"": 0}, {""sku"": ""SKU-K100"", ""name_ar"": ""لوحة مفاتيح"", ""name_en"": ""Keyboard"", ""price"": 150, ""stock"": 12}], ""actions"": []}",سياسة المتجر التجريبي: الإرجاع والاستبدال خلال 14 يومًا من التسليم للمنتج غير المفتوح. الاستبدال لمنتج بالسعر نفسه وحسب المخزون. المواعيد: السبت إلى الخميس 10:00–22:00، الجمعة 16:00–22:00 بتوقيت الرياض.,0ee5c7965271f62bc6761b4fa5b5ee49f1d3856157fea0526decde5f096158a6,,,,
G125,ar,اريد انسانا يراجع مشكلة الاستبدال.,"{""policy"": {""version"": ""policy-v1"", ""return_days"": 14, ""exchange_days"": 14, ""return_condition"": ""unopened"", ""currency"": ""SAR"", ""exchange_same_price_only"": true}, ""hours"": {""branch"": ""Riyadh demo"", ""timezone"": ""Asia/Riyadh"", ""open"": ""10:00"", ""close"": ""22:00"", ""days"": ""Saturday–Thursday"", ""friday"": ""16:00–22:00""}, ""clock"": ""2026-09-15"", ""tool_receipts"": [{""name"": ""handoff_to_support"", ""code"": ""handoff"", ""risk"": ""terminal""}], ""actions"": []}",انتهى المسار الآلي. يمكن لفريق الدعم مراجعة طلبك؛ لم تُرسل رسالة خارج هذه النسخة المحلية.,d636c00ada894abcb56c7959f35652a538eb30793921fa120629a3b5715869ab,,,,
